 loan_id, loan_type, interest_rate ,loan_amount,remaining_principal,accrued_interest,remaining_interest,total_outstanding,past_due_penalty,expired_penalty, disbursement_date,repayment_start_date,repayment_frequency,repayment_end_date, number_of_repayments,loan_status,
4900000095,   BUSINESS,0,22000,5000,0,0,5000,0,0,26/10/2017,28/01/2018, Monthly ,,1,0,
4900001045,   BUSINESS,0.6,4000,0,1200,0,0,16.62,0,01/06/2021,09/06/2021, Weekly ,,24,0,
4900001045,   BUSINESS,0.6,4000,350,800,50,400,46.29,350.4,17/11/2021,21/11/2021, Weekly ,,16,0,
4900001087,   BUSINESS,0.6,3000,860,600,150,1010,42.82,472.59,17/01/2022,20/01/2022, Weekly ,,16,0,
4900001087,   BUSINESS,0.6,3000,0,600,0,0,1.43,0,06/06/2021,13/06/2021, Weekly ,,16,0,
4900001076,   BUSINESS,0.6,3500,0,175,0,0,0,6.04,06/06/2021,03/07/2021, Monthly ,,1,0,
4900000054,   BUSINESS,1.2,20000,0,12000,0,0,1859.74,392.24,21/03/2022,31/03/2022, Monthly ,,6,0,
4900000054,   BUSINESS,1.2,19832.43,0,1983.24,0,0,0,6323.2,01/10/2019,29/11/2019, Monthly ,,1,0,
4900000054,   BUSINESS,1.2,10000,0,1000,0,0,0,42.72,04/11/2018,04/12/2018, Monthly ,,1,0,
4900000054,   BUSINESS,1.2,20000,0,4000,0,0,0,3279.56,03/06/2020,01/07/2020, Monthly ,,2,0,
4900000054,   BUSINESS,1.2,20000,0,4000,0,0,78.9,0,22/12/2022,18/01/2023, Monthly ,,2,0,
4900000054,   BUSINESS,1.2,25000,0,5000,0,0,0,126.16,14/01/2019,14/02/2019, Monthly ,,2,0,
4900000054,   BUSINESS,1.2,24520.08,0,4904.02,0,0,689.61,22740.81,27/09/2020,23/12/2020, Monthly ,,2,0,
4900000054,   BUSINESS,1.2,8000,0,2400,0,0,884.1,4534.1,29/09/2020,25/10/2020, Monthly ,,3,0,
4900001750,   BUSINESS,0.96,2500,645,800,200,845,47.94,1156.24,06/12/2021,28/12/2021, Monthly ,,4,0,
4900000239,   BUSINESS,0.84,5000,0,1050,0,0,0,233.75,26/09/2019,02/10/2019, Weekly ,,12,0,
4900000239,   BUSINESS,0.84,5000,0,1050,0,0,6.91,0,26/06/2019,01/07/2019, Weekly ,,12,0,
4900000239,   BUSINESS,0.6,10000,0,1500,0,0,63.91,0,21/12/2022,25/12/2022, Weekly ,,12,0,
4900000239,   BUSINESS,0.6,10000,0,1500,0,0,0,4.85,07/02/2022,09/02/2022, Weekly ,,12,0,
4900000239,   BUSINESS,0.84,5000,0,1050,0,0,17.55,16.52,14/07/2021,18/07/2021, Weekly ,,12,0,
4900000239,   BUSINESS,0.6,7000,0,1050,0,0,23.37,0,01/11/2021,04/11/2021, Weekly ,,12,0,
4900000070,   BUSINESS,0.96,3000,500,720,110,610,0,0,29/04/2018,03/05/2018, Weekly ,,12,0,
4900001827,   GROUP  ,0.84,1000,0,280,0,0,0,4.98,08/02/2022,15/02/2022, Weekly ,,16,0,
4900001344,   GROUP  ,0.84,3000,1312.5,840,317.5,1630,87.04,2296.58,08/09/2021,15/09/2021, Weekly ,,16,0,
4900001818,   BUSINESS,0.96,1500,0,720,0,0,26.91,7.82,30/01/2022,24/02/2022, Monthly ,,6,0,
4900001808,   GROUP  ,0.84,2000,995,560,245,1240,79.18,1077.02,17/01/2022,23/01/2022, Weekly ,,16,0,
4900000761,   BUSINESS,0.6,1500,0,225,0,0,2.5,0,27/11/2020,01/12/2020, Weekly ,,12,0,
4900001265,   GROUP  ,0.84,2000,0,560,0,0,0.35,2.64,11/08/2021,18/08/2021, Weekly ,,16,0,
4900001712,   GROUP  ,0.84,1500,774,420,210,984,96.41,1090.19,21/11/2021,28/11/2021, Weekly ,,16,0,
4900001617,   GROUP  ,0.84,2000,770,560,210,980,62.45,1102.42,27/10/2021,03/11/2021, Weekly ,,16,0,
4900000278,   BUSINESS,0.96,4000,0,1920,0,0,0,22.09,12/12/2019,04/01/2020, Monthly ,,6,0,
4900000966,   GROUP  ,0.6,5000,1337,1000,250,1587,97.92,1493.97,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000966,   BUSINESS,0.6,4000,0,800,0,0,8.53,3.93,29/04/2021,02/05/2021, Weekly ,,16,0,
4900001268,   GROUP  ,0.84,2000,0,560,0,0,0.6,2.88,11/08/2021,18/08/2021, Weekly ,,16,0,
4900001268,   BUSINESS,0.84,2500,0,700,0,0,7.07,0,20/12/2021,26/12/2021, Weekly ,,16,0,
4900001268,   BUSINESS,0.84,1000,102.5,280,17.5,120,5.47,73.75,13/04/2022,18/04/2022, Weekly ,,16,0,
4900002164,   BUSINESS,0.6,5000,2511,1500,750,3261,252.75,0,21/09/2022,21/09/2022, Weekly ,,24,0,
4900000405,   BUSINESS,0.96,3000,500,1440,21.38,521.38,0,116068.49,25/03/2019,24/04/2019, Monthly ,,6,0,
4900002200,   BUSINESS,0.6,2000,0,400,0,0,15.8,5.42,26/09/2022,29/09/2022, Weekly ,,16,0,
4900001212,   BUSINESS,0.6,10000,0,3000,0,0,154.57,275.98,22/07/2021,25/07/2021, Weekly ,,24,0,
4900001615,   GROUP  ,0.84,2000,1310,560,350,1660,132.3,1797.45,27/10/2021,03/11/2021, Weekly ,,16,0,
4900002269,   BUSINESS,0.84,3000,0,840,0,0,1.1,0,03/11/2022,10/11/2022, Weekly ,,16,0,
4900001351,   GROUP  ,0.84,3000,0,840,0,0,1.65,57.79,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000593,   BUSINESS,0.6,4000,0,800,0,0,31.59,5.64,30/03/2021,11/04/2021, Bi-Weekly ,,8,0,
4900002023,   BUSINESS,0.84,10000,7100,1400,700,7800,290.8,3115.57,26/06/2022,24/07/2022, Monthly ,,2,0,
4900001178,   BUSINESS,0.96,2000,190,960,0,190,7.49,11.7,26/07/2022,21/08/2022, Monthly ,,6,0,
4900001178,   BUSINESS,0.96,1000,0,320,0,0,29.22,211.26,15/07/2021,07/08/2021, Monthly ,,4,0,
4900001178,   BUSINESS,0.96,1000,0,320,0,0,10.48,0,21/04/2022,15/05/2022, Monthly ,,4,0,
4900000504,   BUSINESS,0.96,4500,0,1440,0,0,0,3.28,03/11/2019,01/12/2019, Monthly ,,4,0,
4900000892,   BUSINESS,0.48,20000,14,4800,0,14,2393.81,998.61,17/11/2021,23/11/2021, Daily ,,120,0,
4900001761,   BUSINESS,0.96,4000,666.65,1920,282.35,949,223.09,1282.59,14/12/2021,05/01/2022, Monthly ,,6,0,
4900000472,   BUSINESS,0.96,10000,0,4800,0,0,0,1995.41,19/09/2019,20/10/2019, Monthly ,,6,0,
4900000219,   BUSINESS,0.96,5000,0,1200,0,0,0.08,16.35,12/06/2019,11/07/2019, Monthly ,,3,0,
4900000219,   BUSINESS,0.96,5000,1666.66,1200,108.12,1774.78,0,69705,25/09/2019,24/10/2019, Monthly ,,3,0,
4900000818,   BUSINESS,0.72,20000,0,7200,0,0,379.15,187.63,06/01/2021,30/03/2021, Monthly ,,6,0,
4900000746,   BUSINESS,0.84,5000,0,700,0,0,87.42,50.12,16/11/2020,12/12/2020, Monthly ,,2,0,
4900001647,   GROUP  ,0.6,3500,2406.25,700,457.75,2864,233.74,1884.22,28/10/2021,04/11/2021, Weekly ,,16,0,
4900002110,   BUSINESS,0.96,1000,508,320,160,668,17.77,60.48,25/09/2022,09/10/2022, Monthly ,,4,0,
4900001004,   BUSINESS,0.84,3500,197,490,0,197,6.84,625.31,20/05/2021,23/05/2021, Weekly ,,8,0,
4900001941,   BUSINESS,0.84,1500,656.25,420,172.25,828.5,35.66,303.34,12/05/2022,17/05/2022, Weekly ,,16,0,
4900002318,   BUSINESS,0.6,5000,0,1000,0,0,2.12,0,10/11/2022,15/11/2022, Weekly ,,16,0,
4900000249,   GROUP  ,1.2,1000,0,300,0,0,0,2821.67,11/09/2018,25/09/2018, Weekly ,,13,0,
4900000682,   BUSINESS,0.84,2000,0,560,0,0,22.45,23.73,16/09/2020,21/09/2020, Weekly ,,16,0,
4900000460,   BUSINESS,0.96,21600,0,1728,0,0,0,314.08,13/05/2020,12/07/2020, Monthly ,,1,0,
4900000460,   BUSINESS,0.96,15000,0,3600,0,0,0,81.63,24/07/2019,22/08/2019, Monthly ,,3,0,
4900000460,   BUSINESS,0.96,9410.21,0,1505.63,0,0,22.98,62.34,11/11/2021,06/02/2022, Monthly ,,2,0,
4900000460,   BUSINESS,0.96,9774.67,0,1563.95,0,0,24.45,68.22,04/11/2021,06/02/2022, Monthly ,,2,0,
4900001791,   BUSINESS,0.84,20000,0,5600,0,0,435.21,14.73,30/12/2021,23/01/2022, Monthly ,,4,0,
4900000856,   BUSINESS,0.72,3000,345.1,720,45,390.1,14.18,1240.31,26/01/2021,01/02/2021, Weekly ,,16,0,
4900000916,   BUSINESS,0.6,2000,0,500,0,0,19.91,7.61,30/03/2021,01/04/2021, Weekly ,,20,0,
4900000674,   BUSINESS,0.48,2000,0,320,0,0,17.48,4.59,09/09/2020,21/09/2020, Daily ,,80,0,
4900000674,   BUSINESS,0.6,3000,0,600,0,0,40.91,13.65,25/12/2020,05/01/2021, Daily ,,80,0,
4900001176,   BUSINESS,0.6,3000,1067,900,300,1367,181.94,1246.88,25/07/2021,27/07/2021, Weekly ,,24,0,
4900000616,   BUSINESS,0.84,1000,0,210,0,0,0,0.7,11/06/2020,15/06/2020, Weekly ,,12,0,
4900000611,   BUSINESS,0.84,2000,371.4,560,70,441.4,26.61,5225.27,11/06/2020,11/06/2020, Weekly ,,16,0,
4900001091,   BUSINESS,0.48,5000,1428,1200,340,1768,158.98,1587.43,14/06/2021,21/06/2021, Daily ,,120,0,
4900001246,   GROUP  ,0.6,5000,900.5,1250,187.5,1088,333.32,1842.75,29/07/2021,05/08/2021, Weekly ,,20,0,
4900002000,   BUSINESS,0.96,1500,0,720,0,0,1.42,1.06,12/06/2022,10/07/2022, Monthly ,,6,0,
4900002143,   BUSINESS,0.6,4000,1950,800,350,2300,66.81,156.2,14/09/2022,18/09/2022, Weekly ,,16,0,
4900000720,   BUSINESS,0.6,2500,847.75,500,156.25,1004,172.28,2632.67,08/02/2021,09/02/2021, Weekly ,,16,0,
4900000720,   BUSINESS,0.6,2000,0,300,0,0,4.87,1.4,28/10/2020,29/10/2020, Weekly ,,12,0,
4900001277,   GROUP  ,0.6,2000,0,400,0,0,73.58,27.16,09/08/2021,16/08/2021, Weekly ,,16,0,
4900000981,   BUSINESS,0.48,2000,0,320,0,0,29.05,5.82,10/05/2021,11/05/2021, Daily ,,80,0,
4900000536,   BUSINESS,0.84,1500,1250,315,261,1511,128.51,31546.91,15/12/2019,19/12/2019, Weekly ,,12,0,
4900001702,   BUSINESS,0.84,1000,160,280,35,195,8.01,217.89,17/11/2021,21/11/2021, Weekly ,,16,0,
4900000897,   BUSINESS,0.84,20054.8,0,1403.84,0,0,0,937.89,22/08/2021,12/10/2021, Monthly ,,1,0,
4900001599,   GROUP  ,0.84,500,139.5,140,35,174.5,7.5,215.07,14/10/2021,21/10/2021, Weekly ,,16,0,
4900001093,   BUSINESS,0.6,2000,0,400,0,0,13.48,5.92,03/10/2021,06/10/2021, Weekly ,,16,0,
4900001093,   BUSINESS,0.6,3000,0,600,0,0,3.7,0.74,20/03/2022,27/03/2022, Weekly ,,16,0,
4900001093,   BUSINESS,0.48,1500,0,180,0,0,21.32,12.82,14/06/2021,16/06/2021, Daily ,,60,0,
4900001814,   BUSINESS,0.6,1000,312.5,200,60.3,372.8,22.02,212.83,30/01/2022,02/02/2022, Weekly ,,16,0,
4900000827,   BUSINESS,0.6,1000,0,150,0,0,5.2,120.67,08/02/2021,17/02/2021, Daily ,,60,0,
4900001677,   BUSINESS,0.84,1500,543.25,420,131.25,674.5,112.43,817.54,11/11/2021,16/11/2021, Weekly ,,16,0,
4900000236,   GROUP  ,1.2,1500,446.14,450,103.86,550,0,0,02/04/2018,09/04/2018, Weekly ,,13,0,
4900000821,   BUSINESS,0.6,1500,0,225,0,0,0.6,0,21/04/2021,21/04/2021, Weekly ,,12,0,
4900000821,   BUSINESS,0.6,2000,1333.32,300,184.68,1518,83.75,1321.07,29/09/2021,04/10/2021, Weekly ,,12,0,
4900001313,   BUSINESS,0.84,3000,1392.5,840,367.5,1760,113.52,0,17/11/2022,24/11/2022, Weekly ,,16,0,
4900001313,   BUSINESS,0.84,2000,0,560,0,0,41.28,0,28/07/2022,28/07/2022, Weekly ,,16,0,
4900001313,   BUSINESS,0.72,2000,0,480,0,0,27.82,5.45,30/01/2022,03/02/2022, Weekly ,,16,0,
4900001313,   GROUP  ,0.84,2000,0,560,0,0,0,19.74,22/08/2021,29/08/2021, Weekly ,,16,0,
4900001261,   BUSINESS,0.84,2000,0,560,0,0,7.13,41.96,21/04/2022,25/04/2022, Weekly ,,16,0,
4900001261,   GROUP  ,0.84,1500,0,420,0,0,0.65,2.4,11/08/2021,18/08/2021, Weekly ,,16,0,
4900001261,   BUSINESS,0.84,2000,0,560,0,0,1.48,0,17/11/2022,24/11/2022, Weekly ,,16,0,
4900001513,   GROUP  ,0.6,1000,0,200,0,0,21.12,101.72,23/09/2021,30/09/2021, Weekly ,,16,0,
4900002213,   BUSINESS,0.84,3000,250,630,47,297,0.69,0,25/09/2022,28/09/2022, Weekly ,,12,0,
4900002117,   BUSINESS,0.6,4000,400,1000,50,450,1.32,22.6,29/08/2022,05/09/2022, Weekly ,,20,0,
4900001007,   BUSINESS,0.6,6000,0,1800,0,0,28.4,2.26,20/05/2021,30/05/2021, Weekly ,,24,0,
4900001697,   BUSINESS,0.72,3000,0,1080,0,0,22.68,0,17/11/2021,14/12/2021, Monthly ,,6,0,
4900001697,   BUSINESS,0.72,4000,0,1440,0,0,95.52,0,07/06/2022,29/06/2022, Monthly ,,6,0,
4900001023,   BUSINESS,0.84,1500,0,420,0,0,24.63,87.02,22/09/2021,23/09/2021, Weekly ,,16,0,
4900001023,   BUSINESS,0.84,1000,0,280,0,0,3.7,0,26/05/2021,27/05/2021, Weekly ,,16,0,
4900001917,   BUSINESS,0.96,20000,0,1600,0,0,0,227.24,24/04/2022,11/05/2022, Monthly ,,1,0,
4900001914,   BUSINESS,0.96,20000,0,4800,0,0,483.13,1204.46,12/06/2022,06/07/2022, Monthly ,,3,0,
4900001917,   BUSINESS,0.96,20000,0,4800,0,0,483.13,1204.46,12/06/2022,06/07/2022, Monthly ,,3,0,
4900001914,   BUSINESS,0.96,20000,0,1600,0,0,0,227.24,25/04/2022,11/05/2022, Monthly ,,1,0,
4900001521,   GROUP  ,0.6,1500,895.25,300,168.75,1064,87.5,843.84,23/09/2021,30/09/2021, Weekly ,,16,0,
4900001273,   BUSINESS,0.96,6000,0,2880,0,0,428.42,1157.33,11/08/2021,01/09/2021, Monthly ,,6,0,
4900000301,   BUSINESS,0.96,20000,0,4800,0,0,0,36167.55,21/02/2019,21/03/2019, Monthly ,,3,0,
4900000403,   BUSINESS,0.96,5000,0,2400,0,0,44.02,0,06/07/2020,05/08/2020, Monthly ,,6,0,
4900000737,   BUSINESS,0.72,20000,0,4800,0,0,98.31,12.23,27/09/2021,24/10/2021, Monthly ,,4,0,
4900000737,   BUSINESS,0.72,20000,0,4800,0,0,222.29,97.84,09/11/2020,05/12/2020, Monthly ,,4,0,
4900000741,   BUSINESS,0.72,10000,0,2400,0,0,92.46,42.84,09/11/2020,06/12/2020, Monthly ,,4,0,
4900000921,   BUSINESS,0.72,7000,0,2520,0,0,34.52,0,21/03/2022,17/04/2022, Monthly ,,6,0,
4900000921,   BUSINESS,0.72,7000,0,2520,0,0,15.67,0,30/03/2021,25/04/2021, Monthly ,,6,0,
4900001143,   BUSINESS,0.48,3000,950,480,150,1100,111.14,1227.22,01/07/2021,05/07/2021, Daily ,,80,0,
4900000571,   BUSINESS,0.6,27000,0,2700,0,0,0,1202.98,17/02/2020,13/03/2020, Monthly ,,2,0,
4900002114,   BUSINESS,0.6,4000,600,1000,100,700,4.28,35.3,29/08/2022,05/09/2022, Weekly ,,20,0,
4900000342,   BUSINESS,0.9,2507.06,0,376.06,0,0,0,31.87,21/10/2018,07/03/2019, Monthly ,,2,0,
4900000983,   BUSINESS,0.84,20000,0,4200,0,0,18.56,37.12,04/05/2021,05/06/2021, Monthly ,,3,0,
4900002232,   BUSINESS,0.6,4000,999.94,1200,261.06,1261,43.63,0,29/09/2022,06/10/2022, Weekly ,,24,0,
4900001145,   BUSINESS,0.6,3000,0,600,0,0,0.37,0.44,01/07/2021,05/07/2021, Weekly ,,16,0,
4900001145,   GROUP  ,0.6,3000,1687.5,600,322.5,2010,124.15,1539.44,03/10/2021,10/10/2021, Weekly ,,16,0,
4900002233,   BUSINESS,0.6,3000,750,900,204,954,32.63,0,29/09/2022,06/10/2022, Weekly ,,24,0,
4900001165,   BUSINESS,0.6,3000,0,900,0,0,44.68,0.59,06/07/2021,07/07/2021, Weekly ,,24,0,
4900000731,   GROUP  ,0.6,1000,64,150,0,64,12.27,591.18,09/11/2020,12/11/2020, Weekly ,,12,0,
4900001347,   GROUP  ,0.84,3000,150,840,0,150,10.46,477.02,08/09/2021,15/09/2021, Weekly ,,16,0,
4900002369,   BUSINESS,0.6,5000,0,500,0,0,45.32,0,21/12/2022,26/12/2022, Weekly ,,8,0,
4900001512,   GROUP  ,0.6,1500,284.75,300,56.25,341,32.71,352.82,23/09/2021,30/09/2021, Weekly ,,16,0,
4900001661,   BUSINESS,0.6,1000,0,200,0,0,7.88,9.58,04/11/2021,09/11/2021, Weekly ,,16,0,
4900001456,   GROUP  ,0.84,3000,0,840,0,0,10.67,0,08/09/2021,15/09/2021, Weekly ,,16,0,
4900001456,   BUSINESS,0.84,4000,45,1120,0,45,112.41,1022.63,27/12/2021,04/01/2022, Weekly ,,16,0,
4900000917,   BUSINESS,0.6,2000,0,500,0,0,2.94,3.72,30/03/2021,01/04/2021, Weekly ,,20,0,
4900001387,   GROUP  ,0.84,2000,0,560,0,0,0,8.58,08/02/2022,15/02/2022, Weekly ,,16,0,
4900001078,   BUSINESS,0.6,10000,0,1000,0,0,18.08,146.29,28/10/2021,14/11/2021, Monthly ,,2,0,
4900001078,   BUSINESS,0.6,22000,0,1100,0,0,0,152.38,25/04/2022,26/07/2022, Monthly ,,1,0,
4900001043,   BUSINESS,0.6,4000,0,400,0,0,33.54,113.46,30/05/2021,02/06/2021, Weekly ,,8,0,
4900001043,   BUSINESS,0.6,7000,3738,2100,1050,4788,462.37,0,14/09/2022,22/09/2022, Weekly ,,24,0,
4900001958,   BUSINESS,0.72,12000,0,1440,0,0,53.04,173.64,24/05/2022,30/05/2022, Bi-Weekly ,,4,0,
4900001158,   BUSINESS,0.84,4000,0,1120,0,0,7.43,29.33,07/07/2021,08/07/2021, Weekly ,,16,0,
4900001158,   BUSINESS,0.84,4000,1750,1120,490,2240,181,0,21/11/2022,27/11/2022, Weekly ,,16,0,
4900001561,   BUSINESS,0.84,3000,1125,630,210,1335,72.86,1550.43,12/12/2021,13/12/2021, Weekly ,,12,0,
4900001561,   BUSINESS,0.84,2500,0,350,0,0,6.17,0,29/09/2021,06/10/2021, Weekly ,,8,0,
4900001207,   BUSINESS,0.84,1000,0,280,0,0,4.94,0.84,25/07/2021,25/07/2021, Weekly ,,16,0,
4900001471,   GROUP  ,0.84,3000,0,840,0,0,14.34,0,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000901,   BUSINESS,0.96,20000,3333.35,9600,1596.65,4930,183.93,13006.75,15/03/2021,15/04/2021, Monthly ,,6,0,
4900000197,   BUSINESS,0.96,4000,2035.49,640,320,2355.49,44.74,46589.16,28/05/2020,25/06/2020, Monthly ,,2,0,
4900000197,   BUSINESS,1.2,1500,0,150,0,0,0,29.26,20/03/2019,18/04/2019, Monthly ,,1,0,
4900000197,   BUSINESS,1.2,1000,0,100,0,0,0,6.59,07/02/2019,10/03/2019, Monthly ,,1,0,
4900001331,   GROUP  ,0.84,2000,0,560,0,0,19.44,342.28,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000425,   BUSINESS,1.2,20000,16065.75,2000,0,16065.75,0,2771022.39,29/04/2019,29/07/2019, Monthly ,,1,0,
4900000214,   BUSINESS,0.96,4735.81,0,757.73,0,0,0,84.24,11/06/2020,04/08/2020, Monthly ,,2,0,
4900000618,   BUSINESS,0.48,18286.1,7928.73,731.44,304.81,8233.54,68.86,16347.67,30/11/2020,28/11/2021, Daily ,,12,0,
4900000618,   BUSINESS,0.84,5000,0,2100,0,0,0,3.05,22/06/2020,15/07/2020, Monthly ,,6,0,
4900002080,   BUSINESS,0.96,6000,0,960,0,0,18.3,27.55,28/07/2022,28/08/2022, Monthly ,,2,0,
4900001135,   BUSINESS,0.6,5000,24,1500,0,24,160.75,210.89,28/10/2021,02/11/2021, Weekly ,,24,0,
4900001963,   BUSINESS,0.6,3000,750,600,124,874,37.25,64.84,12/09/2022,15/09/2022, Weekly ,,16,0,
4900000122,   BUSINESS,0.96,3000,250,720,3,253,0,0,13/11/2017,20/11/2017, Weekly ,,12,0,
4900000136,   BUSINESS,0.84,4000,3202.26,1120,840,4042.26,501.68,42980.71,28/05/2020,03/06/2020, Weekly ,,16,0,
4900000136,   BUSINESS,0.84,5000,0,1400,0,0,3.31,0,01/08/2019,06/08/2019, Weekly ,,16,0,
4900000136,   BUSINESS,0.84,5000,0,1400,0,0,0,44.87,11/12/2019,11/12/2019, Weekly ,,16,0,
4900000560,   BUSINESS,0.84,2000,0,560,0,0,0,0.74,31/03/2022,06/04/2022, Weekly ,,16,0,
4900000560,   BUSINESS,0.84,2000,0,560,0,0,1.11,0,10/08/2020,17/08/2020, Weekly ,,16,0,
4900000560,   BUSINESS,0.84,2000,0,560,0,0,14.34,1.48,07/11/2021,11/11/2021, Weekly ,,16,0,
4900000560,   BUSINESS,0.84,2000,0,560,0,0,0,15.18,28/01/2020,30/01/2020, Weekly ,,16,0,
4900000560,   BUSINESS,0.84,2000,0,560,0,0,64.22,10.78,16/12/2020,23/12/2020, Weekly ,,16,0,
4900002073,   BUSINESS,0.96,5000,833.35,2400,396.65,1230,106.13,71.88,26/07/2022,25/08/2022, Monthly ,,6,0,
4900000799,   BUSINESS,0.6,10000,0,6000,0,0,445.4,187.5,08/03/2021,02/04/2021, Monthly ,,12,0,
4900002036,   BUSINESS,0.6,7000,1166.65,2100,116.35,1283,66.3,122.13,30/06/2022,31/07/2022, Monthly ,,6,0,
4900001525,   BUSINESS,0.84,10000,0,2100,0,0,45.28,76.2,27/09/2021,24/10/2021, Monthly ,,3,0,
4900001363,   GROUP  ,0.84,1000,500,1120,510,1010,228.69,92.16,08/09/2021,10/10/2021, Monthly ,,16,0,
4900000581,   BUSINESS,0.84,20000,13333.34,8400,4527.66,17861,0,239661.62,25/02/2020,20/03/2020, Monthly ,,6,0,
4900000842,   BUSINESS,0.84,6000,0,1260,0,0,0,155.47,19/01/2021,18/02/2021, Monthly ,,3,0,
4900001439,   GROUP  ,0.6,2000,0,400,0,0,29.33,44.15,08/09/2021,15/09/2021, Weekly ,,16,0,
4900000165,   BUSINESS,0.96,20000,0,3200,0,0,0,838.58,02/06/2019,29/06/2019, Monthly ,,2,0,
4900000233,   GROUP  ,1.2,2000,100,600,0,100,0,0,02/04/2018,09/04/2018, Weekly ,,13,0,
4900001653,   GROUP  ,0.6,3000,1719.5,600,337.5,2057,201.05,1567.33,28/10/2021,04/11/2021, Weekly ,,16,0,
4900001687,   GROUP  ,0.84,500,149,140,35,184,14.1,183.48,21/11/2021,28/11/2021, Weekly ,,16,0,
4900001768,   BUSINESS,0.6,2500,0,500,0,0,27.07,205.98,20/12/2021,26/12/2021, Daily ,,80,0,
4900002238,   BUSINESS,0.6,2000,0,400,0,0,5.41,0,05/10/2022,10/10/2022, Weekly ,,16,0,
4900002187,   BUSINESS,0.6,5000,935,1000,125,1060,6.96,64.44,21/09/2022,25/09/2022, Weekly ,,16,0,
4900000387,   BUSINESS,1.08,1500,0,135,0,0,0,29.76,03/02/2019,30/04/2019, Monthly ,,1,0,
4900000321,   BUSINESS,0.84,3000,0,840,0,0,0.12,0.12,20/12/2021,26/12/2021, Weekly ,,16,0,
4900000400,   BUSINESS,0.84,20000,0,4200,0,0,130.36,476.8,15/02/2021,15/03/2021, Monthly ,,3,0,
4900000752,   BUSINESS,0.84,10000,0,3500,0,0,265.56,25.12,19/11/2020,17/12/2020, Monthly ,,5,0,
4900001097,   BUSINESS,0.48,5000,1974,1200,470,2444,226.42,2182.67,10/06/2021,23/06/2021, Daily ,,120,0,
4900000392,   BUSINESS,0.96,5000,901.52,2400,400,1301.52,0,178805.57,14/02/2019,13/03/2019, Monthly ,,6,0,
4900001320,   GROUP  ,0.84,3000,1950,3360,2100,4050,2621.33,433.61,30/08/2021,29/09/2021, Monthly ,,16,0,
4900001835,   BUSINESS,0.72,10000,1024.4,3600,0,1024.4,387.43,1172.47,15/02/2022,09/03/2022, Monthly ,,6,0,
4900001640,   BUSINESS,0.84,3000,830,840,210,1040,105.95,1191.05,28/10/2021,02/11/2021, Weekly ,,16,0,
4900000988,   BUSINESS,0.96,10000,0,2400,0,0,249.49,1097.8,06/05/2021,06/06/2021, Monthly ,,3,0,
4900002115,   BUSINESS,0.6,4000,400,1000,50,450,1.32,22.6,29/08/2022,05/09/2022, Weekly ,,20,0,
4900001767,   BUSINESS,0.84,2000,0,560,0,0,5.98,15.77,18/04/2022,18/04/2022, Weekly ,,16,0,
4900000401,   BUSINESS,1.2,1000,0,200,0,0,4.89,11.93,21/03/2019,21/04/2019, Monthly ,,2,0,
4900001949,   BUSINESS,0.6,8000,0,2400,0,0,0,99.92,15/05/2022,18/05/2022, Weekly ,,24,0,
4900001949,   BUSINESS,0.6,10000,0,3000,0,0,3.62,0,14/09/2022,15/09/2022, Weekly ,,24,0,
4900002299,   BUSINESS,0.84,1500,0,420,0,0,3.08,1.4,06/11/2022,07/11/2022, Weekly ,,16,0,
4900002058,   BUSINESS,0.72,5000,2500.01,1800,631.99,3132,231.71,176.84,21/07/2022,14/08/2022, Monthly ,,6,0,
4900000853,   BUSINESS,0.48,4000,0,480,0,0,1.5,0.59,30/05/2021,07/06/2021, Daily ,,60,0,
4900000853,   BUSINESS,0.6,2000,0,300,0,0,3.87,0.68,26/01/2021,31/01/2021, Weekly ,,12,0,
4900000853,   BUSINESS,0.48,5000,258,600,30,288,0,545.25,08/09/2021,12/09/2021, Daily ,,60,0,
4900001524,   GROUP  ,0.6,3000,0,600,0,0,107.64,158.1,23/09/2021,30/09/2021, Weekly ,,16,0,
4900001580,   GROUP  ,0.6,2000,0,400,0,0,29.52,35.53,11/10/2021,18/10/2021, Weekly ,,16,0,
4900001598,   GROUP  ,0.84,500,139.5,140,35,174.5,7.5,208.82,14/10/2021,21/10/2021, Weekly ,,16,0,
4900000004,   BUSINESS,0.96,4000,48.9,1280,0,48.9,0,5997.04,09/08/2018,16/08/2018, Weekly ,,16,0,
4900001239,   GROUP  ,0.84,2000,995,560,245,1240,79.02,2083.32,01/08/2021,08/08/2021, Weekly ,,16,0,
4900001505,   BUSINESS,0.6,4000,0,1000,0,0,26.04,13.42,17/01/2022,20/01/2022, Daily ,,100,0,
4900002113,   BUSINESS,0.6,5000,1485.5,1250,312.5,1798,40.98,90.6,29/08/2022,05/09/2022, Weekly ,,20,0,
4900000697,   BUSINESS,0.6,3000,0,900,0,0,105.44,0,22/03/2021,31/03/2021, Bi-Weekly ,,12,0,
4900000697,   BUSINESS,0.72,2500,0,900,0,0,46.21,7.9,27/09/2020,04/10/2020, Bi-Weekly ,,12,0,
4900000918,   BUSINESS,0.6,2000,0,500,0,0,0.81,4.92,30/03/2021,01/04/2021, Weekly ,,20,0,
